"Date","RegionName","State","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"Harrisonburg, VA","VA",306,1187,0.0133,0.0332,0.0475,40236
2020-01-31,"Beckley, WV","WV",307,811,-0.0084,0.0125,0.0251,45769
2020-01-31,"Weirton, OH","OH",308,744,-0.0214,-0.0174,0.0441,39696
2020-01-31,"Goldsboro, NC","NC",309,1040,0.0108,0.0383,-0.0212,37189
2020-01-31,"Augusta, ME","ME",310,1014,-0.0024,-0.0151,0.0018,36574
2020-01-31,"Hammond, LA","LA",311,1027,-0.0095,-0.0242,-0.0335,39117
2020-01-31,"Jonesboro, AR","AR",312,821,0.007,0.0331,0.0266,13437
2020-01-31,"Sherman, TX","TX",313,1147,-0.0021,0.0102,0,47898
2020-01-31,"Anniston, AL","AL",314,792,0.0137,0.0212,0.0604,41602
2020-01-31,"Staunton, VA","VA",315,1163,0.0032,0.0114,0.0208,45439
2020-01-31,"Muncie, IN","IN",316,874,-0.0091,0.0291,0.0338,42792
2020-01-31,"Mount Vernon, WA","WA",317,1687,-0.0092,-0.0045,0.0423,43972
2020-01-31,"Albany, OR","OR",318,1413,0.019,0.0257,0.1097,34756
2020-01-31,"Watertown, NY","NY",319,1086,-0.0128,-0.0133,-0.0317,40489
2020-01-31,"Williamsport, PA","PA",320,889,-0.0036,0.0197,0.0399,36585
2020-01-31,"Cleveland, TN","TN",321,981,0.0083,0.0218,0.0779,41877
2020-01-31,"Sheboygan, WI","WI",322,896,-0.0146,-0.0434,-0.1598,20373
2020-01-31,"Owensboro, KY","KY",323,842,0,0.0345,0.0094,37780
2020-01-31,"Dunn, NC","NC",324,1070,0.0043,0.0022,-0.0209,46940
2020-01-31,"Wooster, OH","OH",325,854,-0.0086,-0.0165,0.0392,35938
2020-01-31,"Kankakee, IL","IL",326,966,-0.0237,-0.0799,0.0136,3661
2020-01-31,"Brunswick, GA","GA",327,1476,0.0083,0.0265,0.0049,50985
2020-01-31,"San Angelo, TX","TX",328,1080,0.0173,-0.001,-0.0292,40109
2020-01-31,"Michigan City, IN","IN",329,960,-0.0043,0.0075,0.0404,42110
2020-01-31,"Holland, MI","MI",330,1141,0.0265,0.0244,0.0524,38608
2020-01-31,"Wenatchee, WA","WA",331,1506,-0.0179,-0.0258,-0.015,41391
2020-01-31,"Lawrence, KS","KS",332,1079,0.0057,0.0324,-0.0179,40151
2020-01-31,"Missoula, MT","MT",333,1311,-0.0014,0.0055,0.0466,35812
2020-01-31,"Bay City, MI","MI",334,854,0.0184,-0.0177,0.0202,19314
2020-01-31,"Sumter, SC","SC",335,888,0.0028,-0.0034,0.037,33841
2020-01-31,"Meridian, MS","MS",336,871,0.0139,0.0246,0.0286,2863
2020-01-31,"Danville, VA","VA",337,842,0.0098,-0.0508,-0.052,34373
2020-01-31,"Lima, OH","OH",338,906,0.018,0.0817,0.0995,35541
2020-01-31,"Cookeville, TN","TN",339,943,-0.0159,0.0006,0.0038,37945
2020-01-31,"California-Lexington Park, MD","MD",340,1465,-0.0002,0.0003,-0.0022,39213
2020-01-31,"Gadsden, AL","AL",341,669,-0.0122,-0.0248,-0.1044,36921
2020-01-31,"Cumberland, MD","MD",342,848,0.0282,0.069,-0.0145,37964
2020-01-31,"Longview, WA","WA",343,1175,-0.0018,-0.0091,-0.0299,33946
2020-01-31,"Whitewater, WI","WI",344,1298,-0.0112,-0.0153,0.0252,4456
2020-01-31,"Ithaca, NY","NY",345,1464,0.0024,-0.0014,-0.0416,24586
2020-01-31,"Ashtabula, OH","OH",346,807,-0.0173,0.0681,0.0052,38090
2020-01-31,"Gettysburg, PA","PA",347,1198,0.008,0.0441,0.0003,39519
2020-01-31,"Pine Bluff, AR","AR",348,751,0.0135,0.0731,0.0428,29231
2020-01-31,"Tullahoma, TN","TN",349,1015,-0.0203,-0.0326,-0.0174,38190
2020-01-31,"Richmond, KY","KY",350,839,-0.0012,0.0474,0.0332,12372
2020-01-31,"Truckee, CA","CA",351,1908,-0.0011,-0.024,-0.0143,88418
2020-01-31,"Paducah, KY","KY",352,866,-0.0153,-0.0192,-0.0714,23232
2020-01-31,"Grand Forks, ND","ND",353,940,-0.0015,0.0075,0.0436,31333
2020-01-31,"Shelby, NC","NC",354,919,0.0089,0.044,0.0569,35784
2020-01-31,"Fairbanks, AK","AK",355,1463,-0.0097,-0.0254,-0.035,32580
2020-01-31,"Mankato, MN","MN",356,1280,0.0213,0.0995,0.1029,33510
2020-01-31,"Rome, GA","GA",357,888,0.0083,-0.0072,-0.003,34448
2020-01-31,"Cape Girardeau, MO","MO",358,865,-0.0107,0.0235,0.0315,30381
2020-01-31,"Hot Springs, AR","AR",359,947,0.0223,0.0145,0.0357,47457
2020-01-31,"Sunbury, PA","PA",360,664,-0.0134,0.0084,-0.1492,1699
2020-01-31,"Clarksburg, WV","WV",361,921,-0.0086,-0.0255,-0.0046,36095
2020-01-31,"Talladega, AL","AL",362,858,-0.006,0.0203,0.0031,25287
2020-01-31,"Albertville, AL","AL",363,914,-0.0064,-0.0077,0.0364,31152
2020-01-31,"Manhattan, KS","KS",364,1056,0.0088,0.0634,0.0159,31106
2020-01-31,"Orangeburg, SC","SC",365,849,0.0076,0.0258,0.0055,26640
2020-01-31,"Cheyenne, WY","WY",366,1222,-0.0094,0.0027,0.1123,35230
2020-01-31,"New Castle, PA","PA",367,751,0.0214,0.0341,0.0338,35032
2020-01-31,"Brainerd, MN","MN",368,1048,0.0122,-0.0199,-0.1191,37944
2020-01-31,"Kalispell, MT","MT",369,1509,0.0105,0.0046,0.012,43957
2020-01-31,"Ames, IA","IA",370,963,0.0062,0.0646,0.0379,24879
2020-01-31,"Bozeman, MT","MT",371,1708,0.005,-0.0403,-0.0256,49911
2020-01-31,"Moses Lake, WA","WA",372,1125,0.0012,-0.0036,0.042,21901
2020-01-31,"Elmira, NY","NY",373,920,0.0209,0.0086,-0.0375,30373
2020-01-31,"Beaver Dam, WI","WI",374,928,0.0108,-0.0123,0.0252,1410
2020-01-31,"Pinehurst-Southern Pines, NC","NC",375,1297,-0.0006,0.0053,0.0067,44464
2020-01-31,"Lufkin, TX","TX",376,994,0.0123,-0.0253,-0.0527,25699
2020-01-31,"Zanesville, OH","OH",377,817,0.0079,0.023,-0.0073,29112
2020-01-31,"Corvallis, OR","OR",378,1663,-0.0008,-0.0362,0.0317,25922
2020-01-31,"Bloomsburg, PA","PA",379,948,-0.0164,-0.016,-0.0832,22818
2020-01-31,"Branson, MO","MO",380,890,-0.0201,0.017,-0.0125,47345
2020-01-31,"Watertown, WI","WI",381,992,-0.0137,0.0227,0.0141,1722
2020-01-31,"Midland, MI","MI",382,1043,-0.0007,-0.0111,0.0498,41337
2020-01-31,"Pocatello, ID","ID",383,830,-0.0056,0.0156,0.0223,27733
2020-01-31,"Kokomo, IN","IN",384,761,-0.0156,-0.0039,0.0257,32393
2020-01-31,"Grants Pass, OR","OR",385,1457,-0.0119,0.0361,0.1106,30138
2020-01-31,"Huntsville, TX","TX",386,1022,-0.0103,-0.0218,-0.0092,16797
2020-01-31,"Plattsburgh, NY","NY",387,1649,0.0041,-0.017,0.0615,25962
2020-01-31,"Grand Island, NE","NE",388,968,-0.0033,-0.0374,-0.0568,27957
2020-01-31,"Danville, IL","IL",389,562,0.0042,-0.0104,-0.0991,1409
2020-01-31,"Manitowoc, WI","WI",390,744,0.0203,-0.0014,-0.0484,21279
2020-01-31,"Cullman, AL","AL",391,993,0.0177,0.091,0.0272,26814
2020-01-31,"Auburn, NY","NY",392,902,-0.0195,-0.0239,-0.1421,27777
2020-01-31,"Oak Harbor, WA","WA",393,1677,-0.0023,0.0031,0.0462,35119
2020-01-31,"Hinesville, GA","GA",394,976,0.0013,0.0183,0.0427,29519
2020-01-31,"Somerset, PA","PA",395,783,0.0134,0.0645,0.0203,27648
2020-01-31,"Warsaw, IN","IN",396,1159,-0.005,-0.0427,0.0153,31424
2020-01-31,"Quincy, IL","IL",397,846,-0.0097,0.0186,0.0481,3405
2020-01-31,"Keene, NH","NH",398,1403,0.0133,0.0246,-0.0014,29055
2020-01-31,"Searcy, AR","AR",399,775,0.0234,0.0473,0.1196,24699
2020-01-31,"Casper, WY","WY",400,1055,0.0075,0.0391,0.1144,27864
2020-01-31,"Helena, MT","MT",401,1226,-0.0044,0.0098,-0.0038,30945
2020-01-31,"Palatka, FL","FL",402,902,-0.0043,-0.0122,-0.0218,19189
2020-01-31,"Mount Airy, NC","NC",403,1139,0.0089,-0.0144,0.0145,22959
2020-01-31,"Glenwood Springs, CO","CO",404,3585,0.0087,-0.0198,-0.1031,34440
2020-01-31,"Key West, FL","FL",405,3105,-0.0001,0.0008,-0.0667,46306
2020-01-31,"Aberdeen, WA","WA",406,1162,-0.0156,0.0007,0.147,31411
2020-01-31,"Port Angeles, WA","WA",407,1500,-0.0092,-0.0089,0.0545,30619
2020-01-31,"Fort Payne, AL","AL",408,847,0.0146,-0.0093,-0.0128,19104
2020-01-31,"Muskogee, OK","OK",409,627,0.0096,0.0205,-0.0563,20832
2020-01-31,"Frankfort, KY","KY",410,899,0.0116,0.0319,0.0216,16694
2020-01-31,"Statesboro, GA","GA",411,915,0.0138,0.0317,-0.0149,23056
2020-01-31,"Minot, ND","ND",412,896,-0.0115,-0.0271,-0.0548,3900
2020-01-31,"Shawnee, OK","OK",413,832,0.0026,0.0162,0.0148,23141
2020-01-31,"Richmond, IN","IN",414,809,-0.0021,-0.0064,0.0658,24914
2020-01-31,"Forest City, NC","NC",415,1127,0.0129,-0.0008,0.0054,32774
2020-01-31,"Lake City, FL","FL",416,1148,0.0062,0.0305,0.0473,16699
2020-01-31,"LaGrange, GA","GA",417,975,0.001,0.0337,0.1605,25463
2020-01-31,"Marion, OH","OH",418,912,0.0131,-0.0066,0.0476,24612
2020-01-31,"Morehead City, NC","NC",419,1264,-0.0272,-0.0538,-0.0005,45616
2020-01-31,"Marinette, WI","WI",420,935,0.0077,0.0399,0.0302,2812
2020-01-31,"Marshall, TX","TX",421,908,-0.0129,-0.0053,-0.0192,23237
2020-01-31,"Farmington, MO","MO",422,716,-0.0212,-0.0393,-0.1029,23275
2020-01-31,"Clearlake, CA","CA",423,1424,0.0005,-0.0001,-0.0084,30288
2020-01-31,"Nacogdoches, TX","TX",424,959,-0.0063,0.0345,-0.0317,5112
2020-01-31,"Hutchinson, KS","KS",425,782,0.0043,0.0163,-0.0149,23715
2020-01-31,"Elizabeth City, NC","NC",426,1038,-0.0065,0.0261,0.0553,25638
2020-01-31,"Alamogordo, NM","NM",427,904,-0.0187,-0.0418,-0.0663,20633
2020-01-31,"Red Bluff, CA","CA",428,1235,-0.0061,-0.0386,0.0731,19138
2020-01-31,"Hudson, NY","NY",429,1583,-0.0275,-0.0795,-0.0257,29976
2020-01-31,"Walla Walla, WA","WA",430,1256,-0.0116,-0.0616,0.035,20145
2020-01-31,"Fort Madison, IA","IA",431,837,0.0053,0.0274,-0.0003,14044
2020-01-31,"Baraboo, WI","WI",432,907,-0.0118,0.0189,-0.0346,2453
2020-01-31,"Salina, KS","KS",433,812,-0.0117,0.0123,-0.0261,22444
2020-01-31,"Sturgis, MI","MI",434,968,0.0012,-0.0048,0.0339,14179
2020-01-31,"Rio Grande City, TX","TX",435,1169,-0.0021,0.0045,0.0126,7129
2020-01-31,"Fremont, OH","OH",436,987,0.0015,-0.0039,0.0383,21958
2020-01-31,"Mount Vernon, OH","OH",437,957,0.0137,0.0041,0.0363,22960
2020-01-31,"Lewiston, ID","ID",438,1250,-0.0072,-0.0014,0.0646,21511
2020-01-31,"Shelton, WA","WA",439,1410,-0.002,0.0238,0.0599,21790
2020-01-31,"Enid, OK","OK",440,852,0.0036,0.0085,-0.0175,23560
2020-01-31,"Georgetown, SC","SC",441,1407,-0.0041,-0.0282,-0.0568,24821
2020-01-31,"Laconia, NH","NH",442,1353,-0.0048,-0.0162,-0.0156,33969
2020-01-31,"Batavia, NY","NY",443,1321,0.0019,-0.0216,-0.0062,20064
2020-01-31,"Columbus, MS","MS",444,899,0.0097,0.0098,-0.0257,2515
2020-01-31,"Dublin, GA","GA",445,960,0.0149,0.0115,0.084,17657
2020-01-31,"Vicksburg, MS","MS",446,860,0.0242,-0.028,-0.1162,17145
2020-01-31,"Point Pleasant, WV","WV",447,873,0.0202,0.0022,0.0024,18582
2020-01-31,"Sanford, NC","NC",448,992,0.0238,0.0593,0.0561,22228
2020-01-31,"Fergus Falls, MN","MN",449,861,-0.0143,-0.0124,-0.0864,31930
2020-01-31,"Fairmont, WV","WV",450,848,-0.0033,0.0662,0.0292,23133
2020-01-31,"Crossville, TN","TN",451,1076,-0.0265,-0.0143,0.0421,23913
2020-01-31,"Picayune, MS","MS",452,908,-0.0091,-0.0031,-0.0158,21047
2020-01-31,"Gloversville, NY","NY",453,912,-0.0062,-0.0775,-0.1779,21963
2020-01-31,"Sonora, CA","CA",454,1416,-0.016,-0.0247,-0.0006,47683
2020-01-31,"Carson City, NV","NV",455,1279,0.0076,-0.0338,-0.0837,16578
2020-01-31,"Milledgeville, GA","GA",456,934,0.011,0.0273,0.0718,18898
2020-01-31,"Waycross, GA","GA",457,1020,0.017,0.0207,0.1042,17494
2020-01-31,"Eagle Pass, TX","TX",458,959,-0.0154,-0.0426,-0.1182,9865
2020-01-31,"Payson, AZ","AZ",459,1146,0.0051,-0.0438,-0.0918,24073
2020-01-31,"Scottsboro, AL","AL",460,923,0.0025,0.0146,0.0149,16767
2020-01-31,"Danville, KY","KY",461,939,0.0065,0.02,0.0258,9063
2020-01-31,"Galesburg, IL","IL",462,936,-0.0291,-0.0203,-0.0245,20427
2020-01-31,"Kearney, NE","NE",463,1202,0.0082,0.0418,0.0846,18209
2020-01-31,"Fort Polk South, LA","LA",464,761,-0.0014,0.0051,-0.0098,1005
2020-01-31,"Fort Leonard Wood, MO","MO",465,892,0.0137,0.0202,0.0463,13392
2020-01-31,"Edwards, CO","CO",466,3287,-0.016,-0.0069,0.0112,33542
2020-01-31,"Fernley, NV","NV",467,1501,-0.0063,-0.0017,0.0444,18121
2020-01-31,"Mason City, IA","IA",468,768,-0.0001,-0.0102,0.0605,18909
2020-01-31,"Malone, NY","NY",469,1469,-0.0136,-0.0279,0.0304,16126
2020-01-31,"Durango, CO","CO",470,1610,-0.0086,-0.0262,-0.0215,25293
2020-01-31,"Platteville, WI","WI",471,870,-0.007,0.0064,-0.0231,1815
2020-01-31,"Boone, NC","NC",472,1323,-0.016,-0.0438,0.062,30941
2020-01-31,"Bartlesville, OK","OK",473,891,0.0077,-0.0117,0.0894,19955
2020-01-31,"Jacksonville, TX","TX",474,1293,0.0197,0.0199,0.1833,9109
2020-01-31,"Elko, NV","NV",475,1253,-0.0023,-0.0048,0.0125,12815
2020-01-31,"Rexburg, ID","ID",476,1044,-0.0097,-0.0014,0.0466,16113
2020-01-31,"St. Marys, GA","GA",477,1074,-0.0055,-0.0181,0.0243,22742
2020-01-31,"Ozark, AL","AL",478,818,-0.0025,0.0144,-0.0693,15566
2020-01-31,"Amsterdam, NY","NY",479,894,0.0084,0.0367,-0.0388,17884
2020-01-31,"Enterprise, AL","AL",480,995,0.0229,0.0363,0.0857,20852
2020-01-31,"Paris, TX","TX",481,860,0.0274,0.0075,-0.1397,8656
2020-01-31,"Kerrville, TX","TX",482,1351,0.0137,0.0074,-0.0251,13785
2020-01-31,"Clinton, IA","IA",483,667,-0.0288,-0.0318,-0.0315,9164
2020-01-31,"Clovis, NM","NM",484,855,-0.001,0.0057,-0.0878,4838
2020-01-31,"Norfolk, NE","NE",485,945,0.0018,0.0066,-0.0299,17173
2020-01-31,"Washington, NC","NC",486,1070,0.0005,-0.0014,-0.0125,19150
2020-01-31,"Starkville, MS","MS",487,904,0.0162,-0.0291,0.0076,2605
2020-01-31,"Kendallville, IN","IN",488,924,-0.0179,-0.0045,0.0114,16304
2020-01-31,"Gardnerville Ranchos, NV","NV",489,1824,-0.0208,-0.0233,0.0203,23505
2020-01-31,"Madisonville, KY","KY",490,799,0.0093,0.0005,0.0069,15252
2020-01-31,"Ruston, LA","LA",491,914,-0.0064,-0.0503,-0.0639,12676
2020-01-31,"Lewistown, PA","PA",492,989,0.0031,0.0241,0.0805,11252
2020-01-31,"Rockingham, NC","NC",493,959,0.0188,0.0238,0.0353,15361
2020-01-31,"Ponca City, OK","OK",494,685,0.0086,-0.0316,-0.0988,16468
2020-01-31,"Red Wing, MN","MN",495,1022,-0.0289,-0.0143,-0.1766,2872
2020-01-31,"Shawano, WI","WI",496,994,-0.0206,0.0119,0.0601,4095
2020-01-31,"Cedar City, UT","UT",497,1057,-0.002,-0.0205,0.0047,5729
2020-01-31,"Bedford, IN","IN",498,904,-0.0045,-0.0221,0.0119,18255
2020-01-31,"Newport, OR","OR",499,1569,0.0158,0.0392,0.0749,25744
2020-01-31,"Wapakoneta, OH","OH",500,963,-0.004,-0.0002,0.0484,15974
2020-01-31,"Huntingdon, PA","PA",501,968,0.0047,0.0022,0.019,13472
2020-01-31,"Bellefontaine, OH","OH",502,939,0.0049,-0.0008,0.0238,17960
2020-01-31,"McAlester, OK","OK",503,799,0.0089,-0.0421,-0.001,16188
2020-01-31,"Moultrie, GA","GA",504,1018,-0.0035,-0.0006,0.0173,6726
2020-01-31,"Henderson, NC","NC",505,811,0.0049,0.0198,0.0051,13243
2020-01-31,"Harrison, AR","AR",506,867,0.0045,0.0008,-0.0051,7468
2020-01-31,"Shelbyville, TN","TN",507,1135,0.0082,0.0005,0.0336,16857
2020-01-31,"Duncan, OK","OK",508,618,-0.0036,-0.0265,-0.0511,16966
2020-01-31,"Marion, NC","NC",509,1113,-0.0083,0.0089,-0.0081,11414
2020-01-31,"Lewisburg, PA","PA",510,1153,0.0254,-0.0269,-0.0141,13700
2020-01-31,"Pullman, WA","WA",511,1251,0.0085,0.014,-0.0269,11840
2020-01-31,"Bemidji, MN","MN",512,1036,0.0114,-0.0331,-0.0615,16411
2020-01-31,"Mount Sterling, KY","KY",513,898,0.0079,-0.0027,0.022,8314
2020-01-31,"Ottumwa, IA","IA",514,832,0.0164,0.0218,-0.0023,16337
2020-01-31,"Pahrump, NV","NV",515,1149,0.0034,0.0224,0.0121,12006
2020-01-31,"Selma, AL","AL",516,805,0.0056,0.0099,0.0303,12219
2020-01-31,"Rock Springs, WY","WY",517,909,-0.0086,-0.06,-0.0078,12232
2020-01-31,"Bradford, PA","PA",518,893,0.0156,-0.0198,0.003,13684
2020-01-31,"Bardstown, KY","KY",519,921,0.0072,0.0113,-0.0069,16646
2020-01-31,"Cornelia, GA","GA",520,1310,-0.0095,0.0171,0.041,14680
2020-01-31,"Burley, ID","ID",521,979,-0.0192,-0.0398,0.0166,12869
2020-01-31,"Greenwood, MS","MS",522,905,-0.0023,-0.0022,0.006,11461
2020-01-31,"Poplar Bluff, MO","MO",523,750,-0.0078,-0.0179,-0.0011,16042
2020-01-31,"Muscatine, IA","IA",524,757,0.001,-0.0035,-0.027,15350
2020-01-31,"Durant, OK","OK",525,901,0.022,0.0335,-0.0082,10732
2020-01-31,"Seymour, IN","IN",526,996,0.0055,-0.023,0.0358,15090
2020-01-31,"Auburn, IN","IN",527,897,-0.028,0.0171,0.0115,14864
2020-01-31,"Sedalia, MO","MO",528,749,-0.0292,-0.0343,0.0279,17860
2020-01-31,"Paragould, AR","AR",529,748,0.0175,0.0153,-0.0325,7272
2020-01-31,"Wilmington, OH","OH",530,967,-0.0068,-0.011,0.0237,12488
2020-01-31,"Lawrenceburg, TN","TN",531,1028,0.0282,0.0396,0.0736,14560
2020-01-31,"El Dorado, AR","AR",532,809,0.0296,0.0083,0.0319,12937
2020-01-31,"Alexander City, AL","AL",533,963,0.003,0.015,0.0052,19203
2020-01-31,"Cedartown, GA","GA",534,1195,0.0099,0.0086,0.0667,14648
2020-01-31,"Port Clinton, OH","OH",535,1159,-0.0106,-0.0129,0.0192,23913
2020-01-31,"El Campo, TX","TX",536,1193,0.0123,0.0041,-0.0514,11785
2020-01-31,"Ellensburg, WA","WA",537,1378,-0.0053,-0.0335,-0.0232,18058
2020-01-31,"Jacksonville, IL","IL",538,949,0.0003,0.0139,0.0321,5413
2020-01-31,"Sandpoint, ID","ID",539,1353,-0.0117,-0.0481,0.0585,24105
2020-01-31,"Celina, OH","OH",540,1049,0.0109,0.0033,0.0346,14265
2020-01-31,"Garden City, KS","KS",541,965,0.0155,0.0235,0.0116,11341
2020-01-31,"Marshalltown, IA","IA",542,863,0.0182,0.025,-0.0007,13979
2020-01-31,"West Plains, MO","MO",543,816,-0.0144,-0.0061,0.0138,3715
2020-01-31,"Cullowhee, NC","NC",544,1001,-0.0082,-0.031,-0.1298,13748
2020-01-31,"Espa±ola, NM","NM",545,1150,0.0063,-0.036,-0.014,1499
2020-01-31,"Riverton, WY","WY",546,984,0.0033,0.0661,0.0859,11882
2020-01-31,"Urbana, OH","OH",547,988,-0.0041,-0.0075,0.0174,14731
2020-01-31,"Okeechobee, FL","FL",548,1371,0.0044,0.0265,-0.0078,9160
2020-01-31,"McMinnville, TN","TN",549,578,-0.01,-0.0662,-0.2275,13670
2020-01-31,"Centralia, IL","IL",550,905,-0.0074,-0.0233,-0.0219,1399
2020-01-31,"Berlin, NH","NH",551,1304,-0.0099,-0.0217,0.1031,19656
2020-01-31,"Lock Haven, PA","PA",552,906,-0.0114,-0.0094,-0.004,14051
2020-01-31,"Sikeston, MO","MO",553,829,0.0178,0.0282,0.0395,9515
2020-01-31,"Austin, MN","MN",554,764,-0.0016,-0.0249,-0.0767,15733
2020-01-31,"Clewiston, FL","FL",555,1353,0.0064,-0.0013,-0.0324,7927
2020-01-31,"Defiance, OH","OH",556,947,0.0052,0.0031,0.0357,14585
2020-01-31,"Logansport, IN","IN",557,814,-0.0236,-0.015,0.0146,13647
2020-01-31,"Pontiac, IL","IL",558,1154,0.0199,0.0314,0.1013,12512
2020-01-31,"Hannibal, MO","MO",559,860,-0.0004,0.0209,0.021,15409
2020-01-31,"Mount Vernon, IL","IL",560,1008,-0.0069,-0.0086,0.0137,1445
2020-01-31,"Union City, TN","TN",561,898,0.005,0.0232,0.0858,12844
2020-01-31,"Sault Ste. Marie, MI","MI",562,868,-0.0188,-0.0235,0.0103,1738
2020-01-31,"Vincennes, IN","IN",563,884,0.0055,0.0034,0.0461,13379
2020-01-31,"Gainesville, TX","TX",564,1298,-0.0039,0.0049,-0.0342,12642
2020-01-31,"Kill Devil Hills, NC","NC",565,1552,0.0136,0.058,0.1158,43512
2020-01-31,"Stephenville, TX","TX",566,1078,-0.0009,-0.0207,-0.0143,12274
2020-01-31,"Americus, GA","GA",567,1002,0.003,-0.0194,0.0435,10797
2020-01-31,"Easton, MD","MD",568,1583,-0.0203,-0.0162,0.0065,17048
2020-01-31,"Newberry, SC","SC",569,1199,0.0154,-0.0058,0.0916,5417
2020-01-31,"Ada, OK","OK",570,809,0.029,0.0252,0,12637
2020-01-31,"Moscow, ID","ID",571,943,-0.0043,-0.0387,-0.062,1144
2020-01-31,"Murray, KY","KY",572,877,-0.0103,-0.0347,-0.023,4868
2020-01-31,"Huntington, IN","IN",573,868,0.02,0.0091,0.0117,14491
2020-01-31,"Mayfield, KY","KY",574,818,-0.0259,-0.0286,-0.0061,8278
2020-01-31,"Canton, IL","IL",575,927,0.0198,0.017,0.0008,1011
2020-01-31,"Escanaba, MI","MI",576,979,0.011,0.034,0.0273,6675
2020-01-31,"Corinth, MS","MS",577,909,-0.0133,-0.0003,0.0626,10790
2020-01-31,"Astoria, OR","OR",578,1519,0.0013,0.0021,0.0143,20109
2020-01-31,"Peru, IN","IN",579,825,-0.0016,-0.0021,0.0181,12364
2020-01-31,"Coshocton, OH","OH",580,894,0.0022,-0.011,-0.0027,13645
2020-01-31,"Newton, IA","IA",581,921,0.0072,0.0187,-0.024,14505
2020-01-31,"Logan, WV","WV",582,758,-0.0044,-0.0237,-0.0304,10225
2020-01-31,"Fremont, NE","NE",583,959,-0.0025,0.0041,0.0376,13863
2020-01-31,"Batesville, AR","AR",584,807,-0.0155,0.0373,-0.0213,5319
2020-01-31,"Owatonna, MN","MN",585,1151,-0.0068,0.0138,0.0071,14054
2020-01-31,"Vidalia, GA","GA",586,992,-0.0019,-0.0134,0.0157,11013
2020-01-31,"Summit Park, UT","UT",587,2689,-0.0097,-0.0524,-0.0483,35173
2020-01-31,"Arkansas City-Winfield, KS","KS",588,784,-0.0045,-0.0239,0.0274,13168
2020-01-31,"Laramie, WY","WY",589,1069,-0.0084,0.0276,0.0847,12119
2020-01-31,"Plainview, TX","TX",590,1121,-0.0062,-0.0376,0.0311,2791
2020-01-31,"Big Spring, TX","TX",591,1203,0.0099,-0.008,-0.0106,12937
2020-01-31,"Laurinburg, NC","NC",592,985,0.025,0.0959,-0.0626,9376
2020-01-31,"Dixon, IL","IL",593,748,0.0055,0.0098,-0.0395,13527
2020-01-31,"Newport, TN","TN",594,938,-0.0156,-0.0416,0.0215,12469
2020-01-31,"Coffeyville, KS","KS",595,779,0.0127,-0.0011,0.0144,13823
2020-01-31,"Sulphur Springs, TX","TX",596,1251,-0.0149,-0.0014,-0.0177,22515
2020-01-31,"Arcadia, FL","FL",597,1388,0.0118,0.0143,-0.0012,7337
2020-01-31,"Decatur, IN","IN",598,958,-0.0147,-0.0716,0.0619,11023
2020-01-31,"Junction City, KS","KS",599,842,-0.0022,0.0173,-0.0352,10551
2020-01-31,"Effingham, IL","IL",600,1124,-0.001,-0.0062,0.0454,11995
2020-01-31,"Valley, AL","AL",601,875,0.0209,0.0235,0.0294,13249
2020-01-31,"Bonham, TX","TX",602,1218,0.0102,-0.0357,-0.03,11605
2020-01-31,"Dodge City, KS","KS",603,841,0.0012,0.0051,0.0248,9459
2020-01-31,"Brenham, TX","TX",604,1369,0.0198,0.0578,0.1138,10531
2020-01-31,"Pella, IA","IA",605,941,0.0049,0.0091,-0.0845,12737
2020-01-31,"Jackson, OH","OH",606,946,0.0286,-0.0035,0.034,10690
2020-01-31,"Taos, NM","NM",607,1200,-0.0074,-0.0199,0.0061,3089
2020-01-31,"Malvern, AR","AR",608,850,0.0109,0.0421,0.0864,10678
2020-01-31,"Wabash, IN","IN",609,865,0.0025,0.0005,0.0102,12103
2020-01-31,"Macomb, IL","IL",610,726,0.0032,0.0258,-0.0255,8515
2020-01-31,"Vernal, UT","UT",611,868,-0.0108,0.0193,0.0147,10240
2020-01-31,"Madison, IN","IN",612,911,-0.0028,-0.029,0.025,11755
2020-01-31,"Mount Pleasant, TX","TX",613,1255,-0.006,-0.0129,-0.014,9072
2020-01-31,"Paris, TN","TN",614,964,0.0223,0.0392,0.0551,11736
2020-01-31,"Columbus, NE","NE",615,930,0.0011,-0.0313,-0.1558,11523
2020-01-31,"Brookings, SD","SD",616,947,-0.0185,0.0284,-0.0339,10274
2020-01-31,"Beeville, TX","TX",617,1283,0.0024,-0.0053,0.0184,2305
2020-01-31,"Miami, OK","OK",618,816,-0.0006,0.0013,0.0358,10087
2020-01-31,"Dayton, TN","TN",619,948,-0.0252,-0.0286,0.0076,10967
2020-01-31,"Washington, IN","IN",620,938,-0.013,-0.0243,0.0632,10949
2020-01-31,"Hope, AR","AR",621,826,0.0216,0.0189,0.0535,10144
2020-01-31,"Central City, KY","KY",622,818,0.0097,0.0102,0.0035,5266
2020-01-31,"Camden, AR","AR",623,810,0.0254,0.0022,0.0431,10140
2020-01-31,"Juneau, AK","AK",624,1885,-0.0201,-0.002,0.047,9554
2020-01-31,"Lewisburg, TN","TN",625,1129,-0.0048,-0.0014,-0.0103,12000
2020-01-31,"Iron Mountain, MI","MI",626,931,0.0023,0.0064,0.0178,10648
2020-01-31,"Lincoln, IL","IL",627,921,0.0018,-0.0003,-0.0199,1043
