"Date","RegionName","State","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"Jesup, GA","GA",628,951,0.0057,0.0094,0.0277,8409
2020-01-31,"Kirksville, MO","MO",629,728,0.0002,-0.0038,-0.0998,9576
2020-01-31,"Eufaula, AL","AL",630,894,-0.016,0.0057,0.0008,6931
2020-01-31,"Alpena, MI","MI",631,854,-0.0009,0.0025,-0.0101,1688
2020-01-31,"Silver City, NM","NM",632,885,0.0256,0.0439,0.0707,6535
2020-01-31,"Indianola, MS","MS",633,808,-0.0002,0.0039,-0.0015,7289
2020-01-31,"Elkins, WV","WV",634,854,0.0001,0.0093,-0.0302,11530
2020-01-31,"Las Vegas, NM","NM",635,1134,-0.0209,-0.0044,0.0231,1479
2020-01-31,"McPherson, KS","KS",636,935,0.0121,0.0003,-0.0149,11124
2020-01-31,"Sheridan, WY","WY",637,1073,-0.0192,-0.0228,0.0605,14401
2020-01-31,"Washington Court House, OH","OH",638,936,-0.0071,-0.0026,0.004,10995
2020-01-31,"Van Wert, OH","OH",639,947,-0.0081,0.0082,0.0436,7969
2020-01-31,"Merrill, WI","WI",640,975,0.0134,0.0603,0.04,1370
2020-01-31,"Ludington, MI","MI",641,884,-0.0033,0.0417,-0.0439,1840
2020-01-31,"Middlesborough, KY","KY",642,839,0.0067,-0.0217,0.0016,4408
2020-01-31,"North Vernon, IN","IN",643,924,0.0024,-0.0219,0.0225,8755
2020-01-31,"Hays, KS","KS",644,880,0.0056,0.0208,-0.0428,10931
2020-01-31,"Forrest City, AR","AR",645,707,-0.0101,-0.0284,-0.0349,6083
2020-01-31,"Mineral Wells, TX","TX",646,1147,-0.0095,-0.0217,-0.0239,11394
2020-01-31,"Bastrop, LA","LA",647,922,0.0083,-0.0332,-0.1014,7735
2020-01-31,"Bainbridge, GA","GA",648,1094,0.0043,-0.0151,0.0978,9670
2020-01-31,"Wauchula, FL","FL",649,1369,0.0255,0.0173,-0.0103,5584
2020-01-31,"Hailey, ID","ID",650,1431,-0.001,0.0096,0.0545,17028
2020-01-31,"Weatherford, OK","OK",651,771,-0.0041,-0.0244,-0.113,8273
2020-01-31,"Watertown, SD","SD",652,992,0.0072,-0.0145,-0.0102,10257
2020-01-31,"Thomaston, GA","GA",653,999,-0.0115,-0.0067,0.0804,9685
2020-01-31,"Mountain Home, ID","ID",654,1021,0.014,-0.0162,0.0185,9686
2020-01-31,"Altus, OK","OK",655,785,0.0024,-0.063,-0.0213,9320
2020-01-31,"Uvalde, TX","TX",656,1217,0.0146,-0.0123,-0.0141,7488
2020-01-31,"Lexington, NE","NE",657,933,0.0145,0.0008,-0.0858,8750
2020-01-31,"Boone, IA","IA",658,761,-0.0093,0.0101,-0.0071,10528
2020-01-31,"Clarksdale, MS","MS",659,813,-0.0197,0.0029,-0.056,6234
2020-01-31,"Summerville, GA","GA",660,1022,0.0044,-0.009,0.0844,8287
2020-01-31,"Ottawa, KS","KS",661,892,-0.0044,-0.0223,-0.0356,10023
2020-01-31,"New Ulm, MN","MN",662,1227,-0.0048,-0.0045,0.0027,9707
2020-01-31,"Greensburg, IN","IN",663,961,-0.0041,-0.0629,-0.0266,9896
2020-01-31,"Mexico, MO","MO",664,837,0.0282,0.0109,-0.0003,9758
2020-01-31,"Moberly, MO","MO",665,864,-0.0061,-0.0064,0.0213,8821
2020-01-31,"The Dalles, OR","OR",666,1405,-0.0115,0.0637,0.0079,9271
2020-01-31,"Deming, NM","NM",667,830,-0.0062,-0.0028,-0.0339,1484
2020-01-31,"Fallon, NV","NV",668,1425,-0.0039,0.0017,0.0275,6573
2020-01-31,"Fredericksburg, TX","TX",669,1381,-0.0032,-0.08,-0.0769,9257
2020-01-31,"Magnolia, AR","AR",670,866,0.0215,0.0891,-0.0042,6145
2020-01-31,"Campbellsville, KY","KY",671,907,0.0168,0.014,0.0094,4538
2020-01-31,"Connersville, IN","IN",672,797,0.0003,-0.0045,0.0322,9224
2020-01-31,"Spearfish, SD","SD",673,953,-0.0004,-0.0027,-0.0208,12798
2020-01-31,"Heber, UT","UT",674,2245,-0.0019,0.0076,0.0524,16715
2020-01-31,"Cordele, GA","GA",675,960,-0.013,-0.0223,-0.0016,6787
2020-01-31,"Marshall, MO","MO",677,861,0.0129,0.0207,0.0121,1566
2020-01-31,"Maryville, MO","MO",676,894,0.0271,0.0676,0.1194,8269
2020-01-31,"Arkadelphia, AR","AR",678,846,-0.0026,-0.0129,0.0156,1764
2020-01-31,"Liberal, KS","KS",679,778,-0.002,-0.0059,-0.0156,5568
2020-01-31,"Williston, ND","ND",680,1294,-0.011,-0.0149,-0.0049,3054
2020-01-31,"Oskaloosa, IA","IA",681,881,0.0064,0.0239,-0.0202,8515
2020-01-31,"Brookings, OR","OR",682,1481,-0.0013,0.0224,0.0271,7875
2020-01-31,"Hood River, OR","OR",683,1689,-0.0023,-0.0029,0.0001,5924
2020-01-31,"Beatrice, NE","NE",684,914,-0.0027,-0.0021,-0.0286,8208
2020-01-31,"Borger, TX","TX",685,967,-0.0038,-0.0459,-0.0829,2922
2020-01-31,"Grenada, MS","MS",686,913,-0.0108,-0.0639,-0.054,7806
2020-01-31,"Parsons, KS","KS",687,760,0.0027,0.0126,0.0575,9493
2020-01-31,"Port Lavaca, TX","TX",688,1278,0.0054,0.0022,0.0056,8915
2020-01-31,"Worthington, MN","MN",689,1156,0.0287,0.0961,0.1877,2608
2020-01-31,"Pierre, SD","SD",690,944,0.0024,-0.0181,-0.058,5978
2020-01-31,"Evanston, WY","WY",691,1005,0.016,0.0246,-0.0545,6115
2020-01-31,"Carroll, IA","IA",692,919,0.0113,0.0015,-0.0061,8735
2020-01-31,"Guymon, OK","OK",693,899,0.0058,-0.0012,0.0477,4279
2020-01-31,"West Point, MS","MS",694,873,-0.0168,0.0192,0.0108,6684
2020-01-31,"Ruidoso, NM","NM",695,1072,0.0245,-0.0104,-0.0336,15308
2020-01-31,"Storm Lake, IA","IA",696,861,0.0008,0.0014,-0.0096,8008
2020-01-31,"Woodward, OK","OK",697,816,0.0032,-0.0105,-0.0391,6456
2020-01-31,"Portales, NM","NM",698,669,0.01,0.0121,-0.0465,4308
2020-01-31,"Brownsville, TN","TN",699,929,0.0161,0.017,0.0679,6368
2020-01-31,"Othello, WA","WA",700,1302,-0.0225,-0.0316,0.0038,3345
2020-01-31,"Los Alamos, NM","NM",701,1313,-0.0181,-0.0036,0.0311,8117
2020-01-31,"Fitzgerald, GA","GA",702,955,0.0009,-0.0341,0.0103,5454
2020-01-31,"Huron, SD","SD",703,903,0.0125,0.0015,0.0018,5149
2020-01-31,"Atchison, KS","KS",704,861,0.0206,0.0189,0.0096,6666
2020-01-31,"Snyder, TX","TX",705,1283,0.0077,0.004,0.0444,5552
2020-01-31,"Fairfield, IA","IA",706,857,0.0252,0.0412,0.0195,6759
2020-01-31,"Spencer, IA","IA",708,879,0.0103,0.0028,0.0027,7107
2020-01-31,"Spirit Lake, IA","IA",707,1083,0.0061,-0.0708,-0.0441,13044
2020-01-31,"Winnemucca, NV","NV",709,1336,0.0073,0.0153,0.0469,3517
2020-01-31,"Andrews, TX","TX",710,1367,0.002,-0.0015,0.062,5801
2020-01-31,"Zapata, TX","TX",711,1052,0.0173,-0.0058,0.0014,3502
2020-01-31,"Craig, CO","CO",712,1713,0.0043,0.0301,0.0999,4810
2020-01-31,"Ketchikan, AK","AK",713,1437,-0.0133,-0.0465,-0.0255,4588
